id,backers_count
2117082722,2
425613192,0
509443562,2
1211806295,0
1133496709,1
32992283,2
712500228,1
514876889,0
1543226122,1
612349195,2
558555321,1
1706136930,0
1408676482,2
1124501058,2
1517730709,2
1112978942,0
1898119739,1
106234389,1
439986154,2
1615932098,2
585620142,1
430189981,1
1339438263,2
221258039,1
1675757478,1
2093938949,2
1672086528,0
553617622,0
1165177190,0
2040625622,2
1505008433,0
479903717,1
1515616501,0
503027291,2
1597549373,1
849454730,1
909888231,2
131693796,1
217121784,0
798968239,0
1615444801,2
1881134506,0
1810326838,0
1438760848,0
2048972745,2
938022519,1
1231272549,0
1539277205,1
925785353,1
462006950,0
1584184784,1
729056564,1
1633274498,0
1563904773,0
741703621,1
1710922865,1
1369710108,0
598963540,0
596827378,1
611549864,0
193153089,1
1480184213,0
1009485,1
106772762,2
337761327,2
610199087,2
1179637418,0
1396219991,0
777804739,2
522306810,1
332196738,1
502371851,2
444440620,2
1993816825,2
1349507993,2
1468926592,2
2045629476,1
547535687,1
543544864,2
2084124217,0
1605347564,1
475512492,0
1504504630,0
195324752,2
1565363480,2
1550101477,0
2111746852,2
1972777823,1
1574255009,1
1229128160,1
642662619,2
1560265112,0
2112550872,2
804745052,1
1717958209,0
977169931,0
660313243,2
164722685,1
130748721,2
1508467677,2
622032403,0
1624571143,2
1545993054,1
556799079,1
1102109022,2
1044602503,0
1791424985,0
935557560,0
1839503091,0
1845833471,1
1931684779,0
1567974983,0
562355751,0
800809319,2
883552403,1
655925803,1
1517166880,1
938223958,1
894524019,0
278311938,0
1909813467,0
1384133911,0
229786342,2
1561809508,2
1121264385,1
2034085527,1
492352804,2
2144045517,2
637037680,0
492096690,2
2089470126,1
1578288567,1
193802046,2
1487887467,2
1644640586,2
1195528359,1
358870051,2
1225364150,2
1404486882,1
1298439465,0
559805435,1
885713421,0
1533031797,1
572401955,1
2046030351,1
1619125482,0
1483446500,0
121464106,0
324002794,0
387038272,0
1731450601,0
752241793,2
183490459,0
2081965947,2
1720389189,2
1737015146,2
1013147824,0
1889205562,2
515228056,2
652217332,0
859093509,2
332254874,2
1706982106,1
158092319,1
1393807161,1
1942980738,0
1330343739,1
1206869126,1
478942935,2
713570739,0
585448582,2
72352035,1
5368076,2
1657290705,2
815663823,0
355224859,2
1881731843,0
81624658,1
1450102495,0
200328769,0
551904489,1
2128250647,0
1630729861,1
1398323800,1
1702234304,0
1707354916,0
342911653,2
563064361,1
82072488,2
29690278,2
820137344,2
1103469253,2
887142014,1
1421215121,1
1499120244,1
1089540734,1
1250615754,2
1357046105,0
1070484470,1
1415201725,0
1679954951,0
648771466,0
34837595,2
1094300816,2
86552651,1
1439557148,0
352867798,0
1328422181,1
1058222245,0
2123241207,2
2001327828,0
1866931605,2
148550312,1
1182595804,2
49187758,2
2126795501,2
1484265626,0
1374875716,2
880523721,2
521799054,1
1992233357,0
688193445,1
776563469,2
382039686,2
1408303111,2
2001015134,1
295583917,0
1570207048,0
1083357550,0
836553292,1
1186733742,0
513689333,2
185676050,0
2046704472,1
796409129,1
1920136221,1
1706734447,1
2027831396,0
742218097,2
1067563642,2
289159777,1
70028781,1
1761948368,1
55085407,1
1984330144,0
365409912,0
1635277798,2
601528244,1
698180432,0
400991262,0
264561501,2
430938306,1
1586707773,2
571814683,2
1337008464,0
414465350,2
1992989973,2
1488315319,2
97337924,2
1385382836,2
793487513,0
618594919,2
1360366484,1
790109517,0
438318770,1
1116695191,2
276828143,0
193676191,2
1183592634,1
1229421151,0
3916695,1
643149980,2
731692195,1
1173607141,1
768200484,0
2043109535,2
43529941,1
805029221,2
1344429918,2
765946489,0
1600498849,2
1069681103,0
490460882,0
1966408521,1
236734291,2
1546614051,0
2132891356,1
1237608933,1
374262244,1
1578247456,2
910204500,0
396973801,0
1359342778,1
820648483,2
455025799,0
1705008117,2
446008201,1
1576155690,0
406509338,0
224429969,0
127373061,0
1123808914,1
1750733454,1
67289502,0
421218691,0
194916622,2
276904638,2
506177936,2
875888535,2
881319076,1
1593811516,0
268636103,1
824032314,0
441866311,2
2090069902,0
1706950803,1
1996196500,0
1488349632,0
629233707,2
154162155,1
1189006752,0
1016265146,1
1248939259,0
163369522,2
366342594,0
928804528,2
898348048,1
776653314,0
1465478875,0
256674035,0
373375712,1
1606124204,0
885873825,1
1157654361,2
1378163384,0
1819930079,0
828609007,2
1399861988,2
1980461410,0
934306266,0
541493665,2
889536552,1
1259009798,1
1651589617,0
627380983,0
1385007990,2
247707104,2
1206032922,0
113945272,2
1087793146,1
1817710532,1
108622350,0
2014663625,2
2047967776,1
1615831542,2
752741704,1
1431245126,0
905779108,2
158902315,0
2137525018,2
161838036,2
313463814,2
136561238,0
2016020126,2
188720158,2
424922109,0
1355386410,2
1253561706,2
1359241412,0
119534676,1
156563969,0
99053407,2
1056706349,1
542695320,1
1078863173,0
1445695382,2
1140960813,2
119460240,1
1364938387,2
116784576,2
1866245772,1
1500231157,2
1755265670,1
1192385774,1
360281471,0
166623300,0
1315922259,1
1148069844,1
127069085,2
1572724412,0
503916933,1
178697003,1
1951505124,0
1600850232,0
334662014,2
851421781,2
542160159,0
604847708,1
1599642928,2
86653830,0
505697946,1
1850110704,0
650164733,2
1742027724,2
1393522222,0
1899455928,2
944221883,1
839659077,2
1451221338,0
1837961852,2
1368669240,0
1319475846,2
1064297270,1
776744213,0
201998904,2
1846933022,1
499323151,2
1380261727,1
1737124157,2
1045134644,0
306003617,1
2051641160,0
1571561257,1
1855448070,0
1481739830,0
1389923981,2
158908906,2
479132573,0
941986167,2
1015372493,1
484686819,2
1728490690,2
1858733095,0
120377754,0
1302749989,2
368694909,0
1701066727,0
2028239984,0
874715947,1
922488798,1
1985474435,1
398257483,1
199910676,2
1549329558,0
709566653,2
628382269,0
577084277,2
1315526870,1
618689712,0
404981638,0
1405398174,2
192465145,2
693201792,2
1264794847,1
535431605,1
795351689,2
179954129,0
130923328,1
1499681901,2
1420440733,2
1190827518,0
988669559,1
506006139,1
33867866,2
465867979,1
1386272134,2
657425493,0
860973294,2
676896002,0
1627622817,2
305197749,2
552983961,1
1335431937,2
1827442732,0
685394858,0
211006964,1
1197952977,1
1878279627,0
2082647468,2
2074838554,0
796035990,0
88194079,2
1729541116,1
1946002725,0
1481047827,0
1169838197,0
1424775078,1
408850549,2
146751583,1
2019036788,0
1545539648,1
1555406590,1
1026682583,1
730549397,2
1071219465,1
2090395946,1
780256538,1
1582723757,2
1813293182,2
904236816,1
2055924599,2
1602001617,2
1615184047,2
248180394,0
33847241,0
1984662365,0
1176091193,0
845009772,2
1427558381,1
592973327,0
1041263534,0
1587001426,1
977823843,2
2031271163,1
2059146640,0
1051189576,1
181737090,0
392533500,0
214501380,1
1501922979,1
993476291,0
1668218557,1
1541475903,0
1084829236,1
1887028636,1
718252770,0
1952147963,1
1286222005,1
1739014564,0
1126393349,1
2001513198,1
1442381119,0
1357406306,2
2067254510,2
442747317,2
9512710,2
2138954533,2
1110373731,0
2102086875,0
625119169,2
466163407,0
1940581637,0
680554279,0
1296955131,1
24427776,1
395345082,2
1357267613,1
2004366463,0
90006915,0
952380242,2
1130840997,0
1726358555,0
737719273,0
297297303,1
995855539,2
1258383567,0
1036873512,0
1472405270,0
1043616625,0
1048930806,1
1081929329,1
435508715,1
253820204,0
1799542657,1
497318233,0
345162019,1
944336802,0
164470180,2
194193000,2
1594193608,2
2058456061,2
1663682548,1
1285045920,0
833098079,0
1939254577,0
185672113,2
48061255,0
1199964056,0
710371864,1
2120969855,1
2136985788,1
1569630137,0
1812665478,0
338171544,1
1971768342,1
2099086183,2
1288934726,0
2111598518,0
1887106108,0
649280422,0
1065867303,2
1222719072,1
316108241,0
1265780015,1
604991660,2
2055826726,2
1497800067,1
1675628136,2
1088513648,2
796227858,1
614432949,0
1032478229,2
1847663587,1
674480170,0
1298297151,1
732333217,0
1096038399,0
905159189,2
1635059597,2
1953018898,1
584263145,1
1676170103,1
541984963,2
65762883,1
1062350021,0
1682150175,2
2085613365,1
808053848,0
1834553404,2
786388090,1
1444547867,1
1514952388,1
121585083,2
34284479,1
1154185084,2
396958396,1
1263087706,1
1880796614,0
1008169564,1
465434693,2
547711839,1
630077664,1
1918399587,1
1044770950,1
1072776803,0
847857267,0
1052422201,0
98866023,0
899721557,1
2035096812,1
193771122,2
1360343055,1
793752706,2
1505857952,2
1143414968,2
186007003,2
571385272,2
925590904,2
1362087218,1
834070055,2
1565970252,0
96464798,1
697972492,2
2101549110,1
567799336,1
57133676,2
13542152,0
1367469705,1
270326112,0
1721384171,0
1277452446,0
721195402,0
1575139691,1
3278597,1
198570593,0
1344345479,0
1012787929,2
763163961,2
1834819986,2
414829511,1
1495103482,1
1789341727,0
454530776,2
273558947,1
51677015,0
686712497,2
1514259196,1
1898285609,2
531823303,0
1138491729,0
902222476,1
1260619781,0
2007465910,2
2114005133,1
579293592,2
1746490723,0
1402104132,1
1957229191,1
2072039562,2
1745989527,1
931517246,0
62698566,0
1651193221,0
2083362598,0
1567961429,1
1598917123,1
278884144,1
1558288534,1
388020275,0
1854672674,0
1883371751,2
32313909,1
269186564,0
840450762,1
1841485472,0
202548040,0
1803915169,1
1628633267,1
775083679,1
1737731631,2
2103661350,2
580856360,2
2055991460,1
1810370265,1
398625980,1
1712048448,2
268793168,2
840353708,2
743088709,0
122543656,0
1480332903,0
713391388,1
402489064,2
1945571445,0
1414104992,1
587364184,0
844619959,2
223680038,2
1092334706,1
982837221,0
1428674936,1
820118466,1
1011392707,0
282287948,0
126960439,0
313830294,0
592415624,1
1581521569,0
1587351872,2
1287554833,2
1143570657,2
1753330021,2
52039448,2
1446076680,1
712573794,2
1310870932,0
1471445717,2
2005844922,0
150552861,0
1543693813,1
250086731,2
1123021467,2
1308825525,0
733123575,2
1801389973,1
1311887965,0
692892465,2
1306441565,2
1968638369,1
862739869,1
1399693833,1
102923748,2
68192244,1
1965880779,1
1612869090,2
467665026,1
262590940,0
1854849392,2
1666311975,1
2024344307,2
1772743526,0
1040331789,1
1150366322,1
378039139,2
1324518864,1
1843917330,2
1808215882,1
210140563,0
415334886,1
1445766880,2
2107726596,0
798774312,0
654590050,2
1664709075,0
1631810217,1
766219081,0
45147560,2
1849994611,2
2066150765,2
19002145,0
1447919830,2
1361179361,2
1610375785,2
578620146,2
227997170,2
189693433,0
379262150,2
1478901586,2
1337450578,0
865418045,2
1531333155,1
96997965,2
1015542510,0
1751117250,0
1261430157,2
1386948644,1
1055739151,0
330024332,0
982495472,0
1479743894,2
1350896392,0
519779718,1
1864942813,0
1780912828,2
444089926,0
1006405499,0
865989263,2
1110788636,1
740348406,1
1459283523,1
1904638387,2
2082746155,0
1280180566,0
300056683,1
1371224758,1
1338141763,1
1373871828,1
515128358,0
694360425,0
1590185260,1
1693656191,2
796377534,2
1692427676,2
489243510,2
1700179647,2
227231795,1
1174098125,0
944254727,2
1417267041,2
953739717,2
1798287760,0
343103027,0
1758285812,0
1315143394,2
1662927477,2
932352496,2
662161608,1
1534891829,0
2071368123,0
1008620146,1
927297746,1
1134040409,1
1378755165,2
1384351150,2
1147776800,2
293078429,2
1872518407,0
1226000206,2
276318378,2
1700589303,1
1714736548,1
353325164,0
459045678,2
615535416,1
1432666479,1
1834273969,0
777740914,2
211140696,1
516244382,1
1266409794,0
272102813,1
710566850,1
31394701,2
161055982,1
360074525,0
220662693,2
66066815,1
250552047,1
407185063,2
1089481994,1
2094954030,0
1768198006,0
12712785,2
1499556576,2
742308485,2
515395974,2
923874361,0
368002341,1
684956030,0
1701179974,0
1290778821,0
2130919634,2
100114978,2
406963889,0
584022966,0
2093838904,0
33870916,2
940271488,1
696426486,1
1203682122,0
1943333564,1
2001943317,2
1787351147,0
902117877,0
807114600,0
635671933,2
80741804,0
1906770048,0
1279524808,2
613600913,1
485706962,0
1505444611,0
1708879781,2
414695327,1
454285629,1
824663001,0
1792863689,0
411796516,0
256977988,2
666084665,2
1092580660,2
1506559378,2
1255098077,2
895429029,2
1048387351,1
502402224,0
1601795292,0
2096814510,1
2096998108,0
964924903,2
1409464543,1
1649709990,2
452891976,2
2071416165,0
2138633243,0
1178713984,0
88985700,1
1936965392,2
270699801,2
1388542599,0
1796744314,1
764510095,1
1361389464,2
1794771532,2
142518405,2
1885382732,0
220409930,2
1895147612,0
701486966,2
1497498226,1
1577839155,1
2034708903,2
533053948,1
197874209,1
1395669409,1
1724251384,0
1021606428,0
268595326,0
1251133500,0
786583215,1
77764900,1
889600286,0
116475255,0
1337529409,2
1512712094,0
1378461033,2
1591721657,1
1942208269,2
529636207,1
417164296,1
1946162891,1
135079278,0
1176454480,0
641425858,2
1912485895,2
1708271662,0
1497955941,1
1850438792,0
1624597441,0
1249969393,0
2079843340,0
1777521542,2
1101141247,1
1248888670,0
2065366148,0
1946430330,2
1078910608,0
1643953577,0
410532394,0
1204086864,1
292690172,1
1236760059,1
1479020792,0
610698763,2
2081371337,1
14162879,0
217557537,2
650257611,0
29203945,0
808833984,1
1479888231,1
548485693,2
1141588211,0
2017344524,0
2015509058,2
44117530,0
1296735632,2
1280821690,2
1975079137,0
1060416543,1
2078970923,0
24992407,2
1348006308,0
1895540813,2
1912586138,0
1820970521,1
877609777,2
2136985684,0
485232596,1
1584760724,0
1596601658,1
187223356,0
757690397,1
1204766312,1
683841952,0
1356631158,0
337234593,1
130867099,1
1371675865,1
819778031,1
802136669,1
1219801254,1
116725412,1
148915498,0
2098492758,2
558685332,0
1502136996,2
388416928,0
591786086,0
856311803,2
767230530,2
1161896078,2
1620258151,1
1015884821,1
1059004001,0
559903753,2
546793790,1
545076320,0
633184019,0
1075778620,1
1243530041,0
151197195,1
1351812865,0
1829202801,0
523305411,2
743520634,2
1933088794,1
544599661,1
1252859844,1
1985116470,0
805951136,2
1352268840,1
1276737281,0
815251646,0
652509446,0
2077145588,0
1102986024,2
1400434025,1
1992844522,2
1554439620,2
1485470160,1
221965615,0
64362905,1
1510089604,1
1756399037,0
1328483251,1
389827796,1
1391252346,1
996885381,2
279081550,1
218308049,0
1916022226,0
1428330055,2
1912956983,0
937552218,2
1345728910,1
413235128,0
1273519691,1
1212583075,0
994025266,2
119271645,2
1814821199,1
191446226,2
326201050,2
1490924418,2
709810922,0
846675570,0
1575502058,0
983080290,0
1993592455,0
1830531442,0
486844369,0
530657140,2
1098257750,2
865269083,2
